time,source,target,exposure,interest_rate,maturity
4,B27,B29,49.13,0.0334,14
4,B27,B37,26.21,0.0161,90
4,B27,B46,36.79,0.0235,30
4,B27,B48,36.9,0.0462,30
4,B27,B55,6.92,0.0209,90
4,B27,B60,16.89,0.0371,7
4,B28,B0,32.53,0.014,14
4,B28,B3,30.47,0.0313,14
4,B28,B10,48.26,0.05,30
4,B28,B16,36.29,0.0339,90
4,B28,B18,23.39,0.025,7
4,B28,B21,10.12,0.0425,30
4,B28,B22,19.01,0.0257,180
4,B28,B31,42.68,0.0147,14
4,B28,B34,37.91,0.0189,30
4,B28,B37,14.1,0.0464,180
4,B28,B41,28.04,0.0276,180
4,B28,B44,37.29,0.0483,90
4,B28,B47,5.95,0.0242,14
4,B29,B2,8.05,0.0124,30
4,B29,B6,29.67,0.0221,90
4,B29,B9,5.97,0.0345,30
4,B29,B11,36.23,0.0389,90
4,B29,B13,9.42,0.038,30
4,B29,B14,46.54,0.0381,90
4,B29,B18,24.46,0.0498,90
4,B29,B23,47.13,0.0398,14
4,B29,B30,22.57,0.0399,7
4,B29,B41,11.34,0.027,7
4,B29,B45,7.33,0.0431,90
4,B29,B48,35.01,0.0122,180
4,B29,B56,17.25,0.0284,7
4,B30,B4,9.22,0.0359,90
4,B30,B9,28.23,0.0462,30
4,B30,B15,35.56,0.0457,180
4,B30,B16,28.01,0.0463,90
4,B30,B24,19.24,0.0115,7
4,B30,B34,29.33,0.0278,14
4,B30,B39,35.61,0.0391,14
4,B30,B40,36.55,0.0495,14
4,B31,B3,9.7,0.022,7
4,B31,B13,27.08,0.0109,180
4,B31,B23,16.77,0.0191,7
4,B31,B25,26.63,0.0208,90
4,B31,B28,5.82,0.0116,90
4,B31,B29,36.3,0.0241,30
4,B31,B30,34.96,0.025,14
4,B31,B35,10.52,0.0438,30
4,B31,B48,19.54,0.0157,180
4,B31,B59,17.76,0.0113,90
4,B31,B60,29.54,0.0329,180
4,B32,B4,25.44,0.0264,7
4,B32,B8,32.96,0.0252,14
4,B32,B9,37.13,0.0275,14
4,B32,B15,6.66,0.0476,14
4,B32,B21,39.88,0.0212,14
4,B32,B25,27.26,0.0115,180
4,B32,B28,23.77,0.0126,30
4,B32,B36,26.66,0.0301,7
4,B32,B37,23.28,0.0462,7
4,B32,B38,12.67,0.0389,7
4,B32,B42,49.49,0.0262,180
4,B32,B50,35.01,0.0359,14
4,B32,B58,5.07,0.0185,30
4,B32,B61,36.54,0.0312,180
4,B33,B0,31.35,0.0133,14
4,B33,B15,19.65,0.0256,14
4,B33,B19,26.89,0.0423,90
4,B33,B22,42.75,0.038,90
4,B33,B28,17.4,0.0382,90
4,B33,B29,34.88,0.0307,7
4,B33,B30,16.62,0.0319,7
4,B33,B42,22.01,0.0166,90
4,B33,B43,27.08,0.0447,7
4,B33,B45,22.35,0.0438,7
4,B33,B49,42.24,0.0276,7
4,B33,B61,45.28,0.0447,14
4,B33,B63,23.91,0.0147,30
4,B34,B0,12.39,0.0449,90
4,B34,B13,17.58,0.0179,14
4,B34,B23,46.08,0.0422,14
4,B34,B31,5.38,0.0492,30
4,B34,B35,48.88,0.0425,180
4,B34,B37,16.06,0.0181,30
4,B34,B41,19.87,0.0206,14
4,B34,B45,14.15,0.0306,7
4,B34,B50,21.9,0.0276,90
4,B34,B51,34.15,0.0308,30
4,B34,B60,21.29,0.0287,30
4,B35,B7,34.95,0.0126,30
4,B35,B15,14.69,0.0331,30
4,B35,B18,14.87,0.0372,30
4,B35,B21,34.81,0.0208,90
4,B35,B28,25.08,0.0159,30
4,B35,B31,23.4,0.0402,7
4,B35,B34,28.74,0.0283,30
4,B35,B40,8.44,0.0133,14
4,B35,B41,22.06,0.0125,180
4,B35,B44,31.01,0.0139,14
4,B35,B51,32.72,0.0347,7
4,B36,B2,7.01,0.0394,90
4,B36,B3,17.86,0.046,180
4,B36,B16,48.35,0.0431,14
4,B36,B37,31.05,0.0153,7
4,B36,B39,42.3,0.0223,180
4,B36,B54,23.67,0.0456,7
4,B36,B55,19.09,0.0341,14
4,B36,B64,5.67,0.0433,7
4,B37,B10,15.94,0.0481,90
4,B37,B18,41.47,0.0246,14
4,B37,B19,9.2,0.0221,7
4,B37,B26,34.87,0.0128,14
4,B37,B39,38.13,0.024,14
4,B37,B50,26.62,0.0334,90
4,B38,B4,7.86,0.0174,7
4,B38,B9,47.66,0.0131,180
4,B38,B16,11.84,0.0411,30
4,B38,B17,42.8,0.0393,90
4,B38,B32,38.37,0.0101,90
4,B38,B42,36.42,0.0249,7
4,B38,B45,8.92,0.0206,7
4,B38,B64,47.7,0.027,180
4,B39,B4,6.02,0.0395,7
4,B39,B16,11.22,0.0302,30
4,B39,B50,39.62,0.0313,180
4,B39,B52,34.66,0.0365,14
4,B40,B19,15.01,0.0491,30
4,B40,B23,5.05,0.0194,30
4,B40,B34,38.25,0.0208,30
4,B40,B39,25.05,0.0301,30
4,B40,B46,43.79,0.0144,14
4,B40,B49,27.51,0.0384,14
4,B40,B50,14.84,0.0136,14
4,B40,B66,40.99,0.0254,14
4,B41,B16,16.2,0.0123,14
4,B41,B17,25.89,0.0325,180
4,B41,B23,35.44,0.0474,90
4,B41,B29,38.42,0.0431,30
4,B41,B31,22.92,0.0275,30
4,B41,B38,23.12,0.0301,90
4,B41,B39,21.85,0.0294,30
4,B41,B55,22.7,0.0253,14
4,B42,B3,17.64,0.0493,180
4,B42,B14,31.21,0.0324,90
4,B42,B45,20.28,0.0325,14
4,B42,B50,28.92,0.0346,7
4,B42,B59,37.69,0.0372,30
4,B42,B60,22.55,0.0482,30
4,B42,B61,19.72,0.0126,30
4,B42,B62,24.63,0.0346,90
4,B42,B63,46.91,0.0446,180
4,B42,B64,24.93,0.0196,30
4,B43,B1,6.87,0.0168,30
4,B43,B2,40.05,0.0487,14
4,B43,B3,30.92,0.0389,30
4,B43,B10,31.34,0.0311,90
4,B43,B23,18.22,0.0277,90
4,B43,B31,35.61,0.037,90
4,B43,B35,6.98,0.0312,7
4,B43,B38,44.58,0.0245,30
4,B43,B54,7.39,0.0379,30
4,B44,B1,45.88,0.0177,90
4,B44,B5,6.82,0.0116,90
4,B44,B8,42.97,0.0281,7
4,B44,B17,6.84,0.0146,30
4,B44,B60,16.71,0.0223,90
4,B45,B1,12.88,0.0316,180
4,B45,B8,13.37,0.0201,7
4,B45,B14,13.0,0.0362,30
4,B45,B20,8.48,0.0157,90
4,B45,B24,14.73,0.0451,180
4,B45,B25,40.8,0.0288,14
4,B45,B31,30.54,0.0196,7
4,B45,B33,26.62,0.0495,90
4,B45,B46,32.22,0.0392,14
4,B45,B49,32.29,0.0344,7
4,B45,B50,16.12,0.0439,14
4,B45,B66,25.65,0.0103,14
4,B46,B4,33.44,0.0489,14
4,B46,B9,39.62,0.0122,14
4,B46,B18,48.34,0.0227,180
4,B46,B20,23.99,0.0242,180
4,B46,B42,14.6,0.0279,90
4,B46,B43,40.28,0.0236,30
4,B47,B27,46.65,0.0461,180
4,B47,B30,18.09,0.0164,30
4,B47,B31,47.43,0.0459,30
4,B47,B38,45.7,0.027,90
4,B47,B41,6.24,0.0263,180
4,B47,B43,12.65,0.0223,30
4,B47,B48,37.16,0.0314,30
4,B47,B50,33.43,0.0431,14
4,B47,B56,43.79,0.0316,90
4,B47,B58,28.15,0.026,30
4,B47,B60,31.7,0.0112,7
4,B47,B63,6.05,0.0402,7
4,B48,B5,44.96,0.0379,14
4,B48,B27,38.84,0.0358,180
4,B48,B34,17.29,0.0311,14
4,B48,B39,44.9,0.0417,30
4,B48,B54,9.55,0.0482,90
4,B48,B64,47.29,0.0289,14
4,B49,B9,41.92,0.0299,180
4,B49,B20,11.09,0.0102,30
4,B49,B29,41.06,0.0265,180
4,B49,B35,29.68,0.0279,14
4,B49,B38,17.53,0.0252,180
4,B49,B39,29.99,0.0381,14
4,B49,B44,44.6,0.0301,180
4,B49,B50,21.39,0.0209,30
4,B49,B54,6.45,0.0311,7
4,B49,B55,16.76,0.0212,7
4,B49,B56,27.09,0.014,180
4,B49,B63,29.35,0.0287,180
4,B49,B65,24.16,0.0144,7
4,B50,B1,41.14,0.0402,14
4,B50,B3,30.59,0.0148,90
4,B50,B5,34.15,0.0191,7
4,B50,B10,48.64,0.0275,7
4,B50,B14,6.26,0.025,14
4,B50,B17,38.41,0.0453,90
4,B50,B23,42.81,0.0257,90
4,B50,B47,35.12,0.0498,90
4,B50,B58,22.49,0.015,30
4,B50,B65,38.99,0.0341,14
4,B51,B7,17.93,0.0247,30
4,B51,B10,6.3,0.0295,180
4,B51,B13,44.89,0.0285,30
4,B51,B23,26.36,0.0364,14
4,B51,B25,29.58,0.0401,30
4,B51,B34,21.78,0.0134,30
4,B51,B50,34.46,0.0375,14
4,B51,B54,12.62,0.0461,180
4,B51,B63,10.18,0.031,30
4,B52,B10,27.26,0.0235,14
4,B52,B12,41.42,0.0468,90
4,B52,B22,44.97,0.0107,180
4,B52,B24,46.97,0.0384,90
4,B52,B26,49.94,0.0337,30
4,B52,B35,49.69,0.014,14
4,B52,B44,21.31,0.0321,90
4,B52,B54,20.23,0.0418,14
4,B52,B55,14.49,0.0303,30
4,B52,B59,17.43,0.0322,90
4,B52,B60,31.95,0.0418,180
4,B52,B66,24.05,0.0296,90
4,B53,B4,12.25,0.019,90
4,B53,B12,19.63,0.021,90
4,B53,B49,10.26,0.0342,90
4,B53,B51,33.17,0.0385,7
4,B53,B60,28.41,0.0363,14
4,B54,B3,14.82,0.0465,90
4,B54,B6,8.31,0.0152,7
4,B54,B8,39.48,0.0483,7
4,B54,B16,27.54,0.0239,14
4,B54,B18,10.21,0.0319,7
4,B54,B23,32.44,0.0288,180
4,B54,B37,10.27,0.0421,30
4,B54,B49,39.45,0.033,14
4,B54,B60,33.65,0.0325,14
4,B54,B66,12.36,0.0463,30
4,B55,B0,23.23,0.017,180
4,B55,B5,30.17,0.0254,7
4,B55,B6,32.45,0.028,30
4,B55,B7,17.68,0.0462,14
4,B55,B11,25.36,0.0217,30
4,B55,B23,25.2,0.0356,7
4,B55,B26,8.67,0.0309,30
4,B55,B40,5.17,0.0312,30
4,B55,B49,31.06,0.037,30
4,B55,B57,40.57,0.0209,180
4,B55,B64,34.11,0.036,7
4,B55,B66,45.44,0.0205,14
4,B56,B2,7.5,0.0441,30
4,B56,B3,8.84,0.0232,90
4,B56,B11,9.64,0.0272,90
4,B56,B13,42.64,0.0142,14
4,B56,B14,35.31,0.0182,90
4,B56,B22,14.37,0.0259,30
4,B56,B35,39.37,0.0405,7
4,B56,B37,28.05,0.0406,90
4,B56,B41,42.88,0.0208,7
4,B56,B54,9.2,0.0375,180
4,B56,B65,46.05,0.0491,7
4,B57,B5,38.99,0.0157,30
4,B57,B8,5.47,0.036,90
4,B57,B9,31.73,0.0481,180
4,B57,B14,37.96,0.0218,90
4,B57,B16,37.74,0.0316,30
4,B57,B23,45.84,0.0199,90
4,B57,B28,37.29,0.0208,90
4,B57,B34,42.22,0.0428,90
4,B57,B44,31.27,0.0136,7
4,B57,B47,32.77,0.0477,90
4,B57,B56,48.57,0.0344,30
4,B57,B58,35.1,0.0473,90
4,B57,B65,9.01,0.0468,7
4,B58,B0,29.96,0.0352,7
4,B58,B1,8.7,0.0176,90
4,B58,B4,46.84,0.0195,30
4,B58,B6,32.05,0.0481,180
4,B58,B9,21.2,0.0212,30
4,B58,B11,31.5,0.0177,90
4,B58,B17,48.25,0.0337,90
4,B58,B29,26.18,0.0424,14
4,B58,B34,24.89,0.0317,14
4,B58,B38,11.33,0.0361,7
4,B58,B43,23.29,0.0177,7
4,B58,B44,13.59,0.0437,180
4,B58,B50,19.25,0.0206,180
4,B58,B51,14.21,0.0155,14
4,B58,B53,25.18,0.043,14
4,B58,B54,47.48,0.0493,14
4,B58,B55,40.85,0.0478,7
4,B58,B56,39.45,0.0285,30
4,B58,B57,23.63,0.0428,30
4,B58,B60,23.07,0.0172,7
4,B59,B3,17.56,0.0484,14
4,B59,B5,8.06,0.0352,14
4,B59,B9,25.88,0.0402,14
4,B59,B11,29.83,0.0253,7
4,B59,B16,12.3,0.0485,90
4,B59,B26,8.01,0.017,180
4,B59,B28,7.44,0.0143,180
4,B59,B30,7.29,0.0288,90
4,B59,B31,5.99,0.0367,30
4,B59,B33,12.42,0.0137,30
4,B59,B43,13.67,0.0223,30
4,B59,B50,24.31,0.0321,30
4,B59,B51,26.95,0.039,90
4,B59,B55,40.17,0.0412,7
4,B59,B66,5.67,0.0316,90
4,B60,B2,33.92,0.0458,90
4,B60,B3,23.44,0.0291,30
4,B60,B7,16.82,0.01,30
4,B60,B9,30.34,0.0324,30
4,B60,B11,49.79,0.049,90
4,B60,B13,12.5,0.035,180
4,B60,B18,47.74,0.0408,30
4,B60,B21,30.44,0.0232,90
4,B60,B29,23.09,0.0261,90
4,B60,B30,37.05,0.0185,90
4,B60,B34,23.67,0.0239,7
4,B60,B37,25.1,0.0105,180
4,B60,B47,48.0,0.0297,90
4,B61,B8,44.94,0.044,7
4,B61,B16,14.13,0.048,7
4,B61,B19,20.77,0.0279,180
4,B61,B22,40.03,0.0249,30
4,B61,B26,29.13,0.0305,90
4,B61,B27,35.52,0.0435,30
4,B61,B30,34.88,0.0244,90
4,B61,B31,26.99,0.0366,7
4,B61,B35,20.93,0.0183,90
4,B61,B36,46.38,0.0342,30
4,B61,B39,7.26,0.0396,30
4,B61,B44,26.94,0.0315,14
4,B61,B54,7.2,0.0484,180
4,B61,B56,18.95,0.0137,30
4,B61,B63,17.56,0.0221,90
4,B61,B65,21.31,0.029,14
4,B62,B0,12.78,0.031,180
4,B62,B7,11.12,0.033,14
4,B62,B13,16.62,0.012,30
4,B62,B23,40.78,0.0218,7
4,B62,B32,9.92,0.0332,7
4,B62,B33,34.53,0.0223,90
4,B62,B37,43.09,0.021,30
4,B62,B55,23.09,0.0222,180
4,B62,B57,11.58,0.0403,14
4,B63,B0,48.69,0.0297,7
4,B63,B4,37.29,0.0102,7
4,B63,B7,22.99,0.0197,14
4,B63,B26,46.37,0.0338,180
4,B63,B28,42.83,0.0439,180
4,B63,B40,21.17,0.0155,90
4,B63,B45,26.95,0.0168,7
4,B63,B65,25.73,0.0312,14
4,B64,B10,49.88,0.0367,7
4,B64,B12,10.58,0.0205,180
4,B64,B24,26.23,0.049,180
4,B64,B34,23.82,0.018,7
4,B64,B37,30.92,0.0252,30
4,B64,B40,46.27,0.0317,90
4,B64,B43,12.03,0.0405,180
4,B64,B48,30.2,0.0482,14
4,B64,B51,39.71,0.0333,30
4,B64,B57,39.67,0.0167,7
4,B64,B59,25.1,0.0303,7
4,B64,B63,22.71,0.0481,180
4,B65,B0,45.49,0.0145,30
4,B65,B7,18.04,0.0346,30
4,B65,B10,9.58,0.0114,7
4,B65,B25,27.07,0.0353,30
4,B65,B26,12.26,0.0156,90
4,B65,B32,22.24,0.042,90
4,B65,B47,37.77,0.0445,14
4,B65,B63,39.15,0.0383,180
4,B66,B1,21.41,0.041,180
4,B66,B19,12.14,0.0314,7
4,B66,B25,43.39,0.0207,14
4,B66,B26,21.66,0.0405,7
4,B66,B44,37.28,0.0185,180
5,B0,B4,29.46,0.0227,7
5,B0,B23,40.15,0.0491,90
5,B0,B25,20.2,0.0382,30
5,B0,B39,33.12,0.0421,30
5,B0,B42,9.47,0.0435,14
5,B0,B47,5.55,0.049,30
5,B0,B49,37.93,0.0432,7
5,B1,B2,27.08,0.0162,14
5,B1,B10,8.29,0.0393,30
5,B1,B19,34.13,0.0263,90
5,B1,B31,37.94,0.0218,90
5,B1,B34,43.54,0.0117,14
5,B1,B44,48.92,0.0133,7
5,B1,B53,6.95,0.048,7
5,B1,B54,31.63,0.0267,14
5,B1,B61,33.15,0.0135,30
5,B2,B1,7.14,0.0306,180
5,B2,B9,24.52,0.0155,14
5,B2,B10,49.59,0.0468,14
5,B2,B15,21.44,0.0467,180
5,B2,B18,16.47,0.0495,180
5,B2,B19,34.4,0.0148,7
5,B2,B20,36.56,0.0346,14
5,B2,B24,20.2,0.0196,14
5,B2,B28,49.85,0.0372,14
5,B2,B31,21.42,0.0395,14
5,B2,B36,21.22,0.0189,30
5,B2,B40,42.33,0.0177,90
5,B2,B43,47.46,0.0121,30
5,B2,B50,18.05,0.041,14
5,B2,B55,35.26,0.0411,30
5,B3,B23,10.31,0.0359,7
5,B3,B58,24.98,0.0482,7
5,B3,B63,13.18,0.0223,14
5,B4,B0,10.82,0.0358,30
5,B4,B10,43.63,0.0441,30
5,B4,B13,6.88,0.0399,180
5,B4,B14,49.76,0.026,30
5,B4,B24,45.32,0.0279,90
5,B4,B33,15.7,0.0288,7
5,B4,B49,47.87,0.0342,90
5,B4,B52,47.43,0.0146,30
5,B4,B55,6.75,0.0158,14
5,B4,B56,35.42,0.0408,90
5,B4,B59,20.43,0.0153,90
5,B5,B1,16.68,0.0478,90
5,B5,B12,5.93,0.02,14
5,B5,B14,44.33,0.0154,7
5,B5,B16,10.94,0.015,90
5,B5,B21,24.25,0.0429,7
5,B5,B33,22.51,0.048,90
5,B5,B44,39.15,0.0105,30
5,B5,B53,34.02,0.0403,180
5,B5,B54,31.89,0.038,90
5,B5,B56,11.72,0.0117,14
5,B5,B57,23.3,0.028,90
5,B5,B66,33.38,0.0126,7
5,B6,B3,22.9,0.0418,7
5,B6,B9,22.35,0.0312,7
5,B6,B13,29.89,0.0407,14
5,B6,B16,12.34,0.0376,7
5,B6,B35,23.99,0.0296,14
5,B6,B38,12.29,0.0433,180
5,B6,B44,28.38,0.0144,30
5,B6,B47,44.89,0.0218,7
5,B6,B55,7.44,0.0255,30
5,B6,B56,13.83,0.0384,30
5,B6,B65,27.97,0.0475,90
5,B7,B13,10.17,0.0289,90
5,B7,B15,20.54,0.0386,7
5,B7,B22,26.01,0.0282,7
5,B7,B30,36.05,0.0136,30
5,B7,B31,43.6,0.0147,14
5,B7,B36,5.07,0.0381,180
5,B7,B57,12.51,0.0472,90
5,B7,B62,45.72,0.0479,7
5,B8,B3,24.66,0.0426,90
5,B8,B9,48.76,0.0432,7
5,B8,B14,22.22,0.0341,180
5,B8,B21,22.08,0.0288,180
5,B8,B24,14.64,0.0281,7
5,B8,B44,41.58,0.0354,30
5,B8,B47,27.89,0.0219,180
5,B8,B58,21.43,0.0313,7
5,B8,B60,18.39,0.0111,90
5,B8,B61,16.63,0.0466,30
5,B9,B4,6.41,0.043,7
5,B9,B15,37.72,0.049,90
5,B9,B18,11.58,0.0496,90
5,B9,B21,49.85,0.044,180
5,B9,B34,47.82,0.035,7
5,B9,B46,21.89,0.0144,90
5,B9,B60,42.49,0.048,7
5,B9,B61,37.13,0.0427,14
5,B9,B65,19.16,0.0223,30
5,B10,B2,50.0,0.0143,90
5,B10,B3,39.82,0.0406,90
5,B10,B6,23.7,0.0279,90
5,B10,B21,7.84,0.0205,7
5,B10,B26,11.8,0.0105,180
5,B10,B30,43.21,0.0212,30
5,B10,B32,41.73,0.0488,7
5,B10,B35,26.99,0.0481,7
5,B10,B44,17.77,0.0437,7
5,B10,B45,37.29,0.0165,90
5,B10,B57,21.61,0.0164,30
5,B10,B60,31.89,0.0293,7
5,B10,B64,26.25,0.0232,180
5,B11,B5,39.14,0.0274,180
5,B11,B6,35.19,0.0349,90
5,B11,B8,35.93,0.0494,14
5,B11,B12,13.58,0.0306,14
5,B11,B17,38.39,0.0402,90
5,B11,B18,27.57,0.0294,14
5,B11,B19,20.87,0.0385,90
5,B11,B20,5.24,0.0129,180
5,B11,B34,8.4,0.0343,180
5,B11,B37,17.51,0.0224,180
5,B11,B46,43.75,0.0277,90
5,B11,B52,12.85,0.0415,7
5,B11,B53,36.34,0.0405,90
5,B11,B55,25.03,0.0334,14
5,B11,B59,7.73,0.042,7
5,B11,B62,26.65,0.0312,14
5,B11,B65,38.45,0.0494,14
5,B12,B20,9.78,0.0416,180
5,B12,B23,7.62,0.0398,30
5,B12,B24,35.03,0.025,30
5,B12,B25,30.34,0.0313,7
5,B12,B29,7.51,0.0263,180
5,B12,B31,26.04,0.0421,14
5,B12,B42,43.71,0.0187,30
5,B12,B65,5.51,0.0335,90
5,B13,B1,49.29,0.032,30
5,B13,B2,42.55,0.0386,90
5,B13,B6,19.18,0.0441,14
5,B13,B11,34.51,0.0195,14
5,B13,B23,11.17,0.025,90
5,B13,B27,5.29,0.0374,30
5,B13,B29,27.39,0.0487,14
5,B13,B30,27.98,0.0314,7
5,B13,B34,30.95,0.0228,90
5,B13,B35,37.7,0.0257,90
5,B13,B41,30.32,0.0413,14
5,B13,B51,10.96,0.03,14
5,B13,B54,39.5,0.0234,90
5,B13,B60,33.48,0.0398,30
5,B13,B63,6.54,0.0185,90
5,B14,B1,33.32,0.0325,14
5,B14,B6,24.3,0.0335,14
5,B14,B8,21.35,0.0288,180
5,B14,B10,39.28,0.0236,7
5,B14,B13,7.39,0.037,7
5,B14,B15,20.54,0.0333,90
5,B14,B18,28.07,0.0119,90
5,B14,B19,24.61,0.0418,180
5,B14,B33,48.67,0.049,30
5,B15,B1,45.87,0.0339,7
5,B15,B6,16.4,0.0201,14
5,B15,B16,49.28,0.0377,30
5,B15,B41,26.43,0.0195,180
5,B15,B50,11.91,0.0243,7
5,B15,B51,21.58,0.0146,90
5,B15,B52,11.86,0.0439,30
5,B15,B58,40.81,0.0289,7
5,B16,B0,27.27,0.0116,7
5,B16,B9,17.05,0.0486,90
5,B16,B26,18.54,0.0278,30
5,B16,B27,37.89,0.0485,90
5,B16,B35,35.12,0.0258,30
5,B16,B41,36.07,0.0317,180
5,B16,B46,35.89,0.0174,90
5,B16,B55,33.51,0.0178,30
5,B16,B57,17.2,0.0151,30
5,B16,B60,39.34,0.0415,14
5,B16,B61,26.28,0.0199,30
5,B17,B2,38.75,0.0248,180
5,B17,B24,30.74,0.0197,14
5,B17,B29,29.94,0.0313,7
5,B17,B40,38.28,0.0346,30
5,B17,B45,19.93,0.0436,90
5,B17,B46,31.49,0.0342,7
5,B17,B50,10.85,0.0182,180
5,B17,B58,10.12,0.0182,90
5,B17,B60,46.21,0.0225,180
5,B17,B65,31.21,0.0355,90
5,B18,B9,22.44,0.022,180
5,B18,B11,27.3,0.0229,180
5,B18,B15,42.87,0.0226,14
5,B18,B24,22.76,0.0445,30
5,B18,B25,12.69,0.0479,90
5,B18,B28,11.12,0.0253,30
5,B18,B32,10.39,0.0494,14
5,B18,B46,24.82,0.0455,180
5,B18,B49,5.78,0.0242,14
5,B18,B55,33.61,0.013,7
5,B18,B58,42.11,0.04,7
5,B18,B59,16.74,0.0247,90
5,B19,B1,42.58,0.0164,7
5,B19,B2,17.48,0.0349,180
5,B19,B3,28.79,0.0453,90
5,B19,B6,22.62,0.0424,30
5,B19,B7,35.47,0.0435,14
5,B19,B10,21.82,0.0235,180
5,B19,B12,38.23,0.0357,90
5,B19,B21,40.41,0.0134,180
5,B19,B23,47.0,0.018,90
5,B19,B26,44.46,0.0473,180
5,B19,B31,11.9,0.0195,14
5,B19,B33,27.78,0.0186,90
5,B19,B38,29.45,0.0288,30
5,B19,B40,38.64,0.0414,30
5,B19,B42,41.94,0.0306,7
5,B19,B45,35.93,0.0216,14
5,B19,B65,17.49,0.0305,180
5,B20,B17,21.9,0.032,7
5,B20,B18,25.18,0.0121,7
5,B20,B34,41.03,0.0443,7
5,B20,B36,35.49,0.0307,90
5,B20,B42,36.28,0.0449,30
5,B20,B59,42.86,0.0472,180
5,B20,B63,40.85,0.0362,180
5,B21,B12,15.62,0.0431,14
5,B21,B13,26.58,0.0389,30
5,B21,B16,48.92,0.0331,90
5,B21,B20,32.31,0.0136,30
5,B21,B25,31.47,0.0474,14
5,B21,B45,38.09,0.0148,180
5,B21,B65,49.45,0.0433,14
5,B22,B8,23.45,0.0237,30
5,B22,B17,35.29,0.0301,180
5,B22,B25,30.23,0.0111,7
5,B22,B28,13.91,0.0407,14
5,B22,B37,18.9,0.0428,7
5,B22,B39,38.84,0.0409,90
5,B22,B49,38.34,0.0384,30
5,B22,B50,22.53,0.0124,180
5,B22,B66,6.64,0.0341,30
5,B23,B1,5.39,0.0287,14
5,B23,B4,24.28,0.0144,14
5,B23,B11,49.69,0.0165,180
5,B23,B33,28.69,0.0248,90
5,B23,B35,49.18,0.034,7
5,B23,B57,18.22,0.0306,180
5,B23,B64,47.35,0.031,7
5,B23,B65,38.76,0.0386,30
5,B24,B3,38.55,0.0245,180
5,B24,B9,32.67,0.0209,14
5,B24,B13,43.54,0.0356,7
5,B24,B19,44.24,0.0101,30
5,B24,B26,19.3,0.0491,90
5,B24,B46,9.36,0.0486,90
5,B24,B48,23.53,0.0145,14
5,B24,B57,44.92,0.0178,180
5,B24,B58,48.86,0.0446,14
5,B24,B65,24.37,0.0281,7
5,B25,B10,34.22,0.0187,7
5,B25,B21,19.73,0.0176,7
5,B25,B24,30.32,0.0387,180
5,B25,B26,13.23,0.0259,30
5,B25,B30,48.8,0.0192,14
5,B25,B38,36.69,0.0228,90
5,B25,B42,19.56,0.0242,30
5,B25,B44,21.33,0.0265,14
5,B25,B46,16.79,0.0485,180
5,B25,B49,20.66,0.0327,7
5,B25,B57,42.15,0.0484,7
5,B26,B3,14.46,0.04,14
5,B26,B10,10.37,0.0115,180
5,B26,B12,7.61,0.038,180
5,B26,B23,47.19,0.0222,90
5,B26,B29,44.62,0.0188,90
5,B26,B30,14.37,0.0397,14
5,B26,B58,18.13,0.0216,30
5,B26,B60,9.52,0.0482,180
5,B26,B61,30.39,0.0454,30
5,B26,B64,44.11,0.0329,14
5,B26,B66,43.16,0.0356,14
5,B27,B0,29.16,0.029,30
5,B27,B7,20.78,0.0134,180
5,B27,B14,44.59,0.014,90
5,B27,B21,35.55,0.0206,90
5,B27,B32,19.41,0.0189,14
5,B27,B34,42.34,0.0137,30
5,B27,B38,45.74,0.022,90
5,B27,B48,8.62,0.0439,180
5,B27,B49,5.38,0.0207,14
5,B27,B50,18.72,0.0397,90
5,B27,B52,29.08,0.0348,7
5,B27,B57,25.31,0.0413,7
5,B27,B59,42.82,0.0138,30
5,B27,B63,15.19,0.0469,90
5,B28,B1,36.92,0.0368,14
5,B28,B2,12.74,0.0416,90
5,B28,B3,30.52,0.0119,30
5,B28,B7,44.29,0.0195,180
5,B28,B10,14.01,0.0437,14
5,B28,B18,21.18,0.0308,90
5,B28,B23,11.6,0.0257,14
5,B28,B42,43.83,0.0325,7
5,B28,B54,23.17,0.0111,14
5,B28,B61,27.94,0.0261,90
5,B29,B2,48.33,0.036,180
5,B29,B4,47.64,0.0319,180
5,B29,B16,41.86,0.0304,180
5,B29,B18,42.35,0.0117,90
5,B29,B24,10.14,0.0398,7
5,B29,B27,42.49,0.0393,180
5,B29,B41,24.05,0.0384,30
5,B29,B44,27.2,0.0424,14
5,B29,B50,40.79,0.0435,30
5,B30,B20,46.09,0.0121,14
5,B30,B24,43.85,0.0156,14
5,B30,B25,30.53,0.0339,7
5,B30,B29,48.9,0.0149,7
5,B30,B39,6.46,0.0407,7
5,B30,B54,10.41,0.0288,7
5,B30,B60,32.12,0.0169,90
5,B31,B4,42.89,0.0317,30
5,B31,B7,42.03,0.0387,7
5,B31,B13,41.6,0.0478,30
5,B31,B16,25.03,0.0376,180
5,B31,B35,35.31,0.0267,30
5,B31,B43,15.51,0.0196,180
5,B31,B57,19.06,0.0238,14
5,B32,B0,40.64,0.0488,7
5,B32,B8,30.67,0.0448,30
5,B32,B15,44.66,0.0447,14
5,B32,B25,29.82,0.019,7
5,B32,B26,9.93,0.0179,14
5,B32,B39,17.57,0.0483,7
5,B32,B46,13.18,0.0121,7
5,B32,B63,44.39,0.0309,30
5,B32,B64,18.51,0.0428,14
5,B33,B14,43.93,0.0378,180
5,B33,B18,24.39,0.0488,90
